100000 2 
0.550472	0.376057	B
0.499182	0.405677	B
0.073629	0.929002	A
0.567328	0.404942	B
0.177961	0.812062	A
0.084223	0.992118	A
0.656410	0.336927	A
0.505132	0.359866	C
0.884976	0.218142	B
0.061261	0.882316	B
0.383086	0.561569	C
0.766702	0.263006	B
0.845895	0.307388	A
0.221492	0.713836	A
0.318294	0.600182	B
0.432425	0.586572	B
0.321479	0.544217	C
0.244629	0.652308	C
0.570341	0.439525	C
0.849404	0.113040	B
0.333708	0.827830	B
0.649628	0.417627	B
0.420455	0.528359	B
0.788079	0.113646	A
0.283258	0.739190	C
0.903056	0.167513	A
0.590294	0.507503	C
0.210879	0.812235	C
0.111430	0.958122	A
0.598489	0.591792	A
0.316711	0.803349	B
0.908478	0.058844	A
0.454256	0.509104	C
0.266080	0.818521	A
0.263146	0.641939	A
0.384148	0.543426	B
0.314300	0.842792	B
0.620027	0.380847	B
0.592015	0.383509	B
0.639270	0.248889	B
0.754222	0.240257	B
0.561864	0.551360	C
0.354131	0.756351	B
0.128771	0.877124	B
0.696273	0.313024	C
0.241346	0.730970	C
0.700548	0.214066	C
0.491482	0.503798	B
0.251879	0.749564	B
0.619221	0.386331	B
0.955448	0.012657	B
0.876851	0.100722	A
0.662597	0.427535	A
0.362466	0.648239	B
0.709425	0.380444	C
0.712557	0.327663	B
0.267070	0.727891	B
0.964000	0.213109	C
0.401433	0.573322	A
0.708437	0.353929	A
0.059119	0.904400	B
0.399627	0.473384	C
0.581151	0.318147	B
0.021715	0.897384	B
0.362794	0.655701	C
0.514152	0.533118	B
0.572986	0.427722	B
0.498178	0.544302	A
0.203363	0.821639	A
0.681979	0.312515	B
0.699224	0.389341	A
0.090882	0.866880	B
0.509396	0.508250	C
0.492670	0.630380	C
0.211780	0.797091	B
0.333856	0.718661	C
0.350703	0.542668	C
0.254712	0.777602	A
0.430119	0.600076	A
0.432131	0.481187	B
0.117801	0.850371	C
0.803650	0.209101	C
0.748367	0.268397	B
0.495093	0.410260	B
0.723832	0.340721	C
0.197691	0.783528	B
0.358092	0.716627	A
0.828685	0.339619	C
0.272858	0.667964	B
0.627519	0.471372	A
0.301691	0.686106	B
0.852148	0.121841	A
0.158822	0.907412	C
0.318013	0.619715	B
0.615553	0.501397	A
0.170886	0.847577	C
0.623457	0.348889	B
0.350605	0.520176	B
0.239420	0.763308	A
0.640060	0.383678	A
0.833076	0.223168	A
0.333488	0.695670	C
0.729637	0.301918	B
0.311071	0.714706	B
0.769944	0.324409	B
0.810530	0.159163	C
0.777279	0.263857	B
0.475623	0.570523	A
0.706047	0.314018	C
0.766679	0.246757	C
0.216634	0.727029	B
0.223496	0.742999	A
0.931837	0.078709	A
0.916334	0.210308	A
0.717184	0.226460	B
0.435377	0.632249	B
0.719131	0.245158	C
0.618327	0.393365	B
0.252626	0.732783	B
0.772482	0.277106	A
0.218160	0.793847	A
0.992742	0.049117	B
0.725012	0.272548	C
0.690869	0.377192	B
0.718359	0.221638	C
0.062887	0.929721	A
0.325443	0.738309	B
0.519995	0.342339	A
0.669038	0.386836	C
0.860657	0.120153	B
0.068431	0.814939	C
0.689331	0.257562	A
0.142475	0.712866	B
0.339539	0.783560	B
0.516291	0.499432	C
0.369349	0.637552	A
0.395643	0.626296	B
0.487730	0.380712	C
0.442796	0.499490	B
0.741544	0.239214	B
0.591466	0.419381	B
0.535982	0.556411	B
0.427303	0.437766	B
0.759514	0.258378	A
0.463439	0.570693	C
0.161511	0.763772	B
0.622221	0.193831	A
0.064741	0.975717	C
0.147411	0.852431	C
0.109311	0.934685	B
0.803743	0.360083	B
0.553770	0.389167	A
0.850276	0.104835	A
0.391235	0.654589	B
0.819441	0.161954	A
0.292871	0.754311	C
0.676133	0.383277	A
0.287470	0.808974	A
0.462299	0.676256	B
0.381177	0.634126	B
0.096167	0.984527	A
0.380855	0.624109	B
0.490814	0.476779	C
0.941591	0.156339	B
0.513865	0.424469	B
0.847011	0.192488	C
0.365560	0.558920	C
0.491045	0.471241	B
0.069679	0.837809	A
0.339181	0.759920	B
0.659299	0.375112	A
0.933201	0.050214	C
0.908058	0.196029	A
0.611633	0.405773	B
0.086602	0.889924	B
0.404812	0.619613	A
0.065108	0.838039	B
0.618473	0.509512	B
0.852894	0.079501	B
0.281459	0.737669	B
0.139256	0.857733	C
0.755201	0.240997	C
0.577879	0.550581	C
0.819884	0.208887	A
0.569679	0.352522	C
0.875499	0.088459	B
0.696613	0.163135	B
0.538190	0.514885	A
0.748389	0.336721	B
0.881330	0.151694	A
0.999881	0.187860	A
0.329009	0.672169	B
0.874519	0.063040	B
0.128347	0.928564	B
0.927465	0.148136	B
0.547738	0.512497	C
0.586232	0.386746	C
0.549775	0.539177	B
0.513112	0.594686	C
0.428184	0.454181	B
0.707741	0.114400	A
0.141331	0.879531	A
0.382593	0.641159	C
0.813477	0.232157	C
0.298274	0.670839	B
0.938610	0.119438	B
0.446886	0.427304	A
0.041722	0.950300	B
0.243970	0.810677	C
0.519801	0.491622	A
0.620116	0.334903	A
0.339166	0.733580	A
0.977922	0.036670	A
0.381216	0.572952	C
0.429700	0.459696	C
0.861791	0.163513	C
0.271653	0.723012	B
0.371367	0.781447	B
0.630699	0.319181	B
0.371303	0.652677	A
0.549046	0.455554	A
0.382116	0.509562	B
0.889491	0.133899	B
0.200595	0.709814	B
0.755262	0.223120	B
0.370911	0.499229	B
0.098553	0.872570	A
0.480664	0.422630	C
0.757997	0.169234	C
0.344476	0.660319	C
0.585224	0.473952	B
0.098204	0.898724	A
0.687671	0.351056	A
0.806871	0.070979	C
0.360548	0.721028	A
0.584208	0.221434	A
0.658692	0.431202	C
0.629525	0.215829	C
0.361120	0.701023	B
0.944109	0.024363	C
0.440673	0.657799	B
0.300615	0.815238	B
0.195753	0.862571	C
0.432381	0.658481	B
0.393725	0.389840	B
0.036758	0.846133	B
0.745645	0.197674	A
0.707690	0.332328	A
0.841012	0.326837	C
0.962365	0.069619	A
0.756685	0.120537	A
0.546603	0.434363	B
0.667846	0.429260	C
0.160522	0.743695	A
0.225510	0.702394	C
0.696581	0.412625	C
0.375297	0.606778	C
0.209165	0.926502	C
0.333362	0.679548	A
0.435207	0.676394	B
0.351377	0.819460	B
0.303346	0.609326	B
0.422192	0.564251	A
0.065503	0.900815	A
0.921409	0.126109	C
0.292119	0.634568	C
0.116568	0.748494	A
0.809470	0.079397	C
0.491735	0.482255	B
0.511623	0.429250	B
0.388049	0.562240	C
0.908910	0.193718	B
0.271986	0.815173	B
0.846231	0.327439	C
0.284197	0.668004	C
0.318806	0.562309	B
0.445707	0.576652	B
0.615384	0.333855	A
0.612258	0.349774	A
0.635233	0.345101	C
0.288970	0.835402	B
0.356607	0.685995	A
0.916198	0.051921	B
0.591074	0.560753	C
0.018184	0.948631	C
0.906818	0.006430	A
0.552832	0.341355	A
0.910341	0.240591	C
0.597143	0.469397	B
0.731937	0.196727	B
0.350181	0.649828	C
0.662587	0.380029	C
0.337413	0.661260	B
0.258131	0.722274	B
0.160501	0.870003	B
0.080321	0.974904	B
0.046632	0.956402	A
0.417447	0.486152	B
0.516811	0.420721	B
0.878512	0.096812	A
0.181968	0.794693	C
0.422337	0.602064	A
0.014195	0.934969	B
0.170951	0.836609	B
0.684315	0.288226	C
0.882332	0.261954	A
0.453735	0.665366	C
0.706695	0.367456	B
0.395819	0.635926	C
0.839004	0.094833	A
0.615916	0.467050	B
0.882239	0.183303	B
0.741862	0.161587	C
0.043781	0.841536	A
0.539836	0.632105	B
0.486163	0.434932	B
0.694559	0.261025	A
0.415685	0.412998	C
0.544656	0.525436	C
0.172081	0.733079	B
0.848471	0.210142	B
0.878681	0.195150	B
0.498138	0.574056	C
0.674518	0.312345	B
0.664840	0.362209	C
0.271501	0.785298	C
0.465114	0.578828	C
0.750838	0.262245	A
0.440172	0.615240	B
0.774138	0.376043	C
0.740982	0.331265	B
0.533059	0.618966	C
0.449363	0.663850	C
0.671525	0.336573	C
0.829420	0.233562	A
0.202704	0.694108	C
0.459441	0.721466	C
0.503581	0.437400	B
0.279665	0.816656	B
0.058270	0.759665	C
0.400709	0.503856	A
0.872024	0.264218	B
0.586935	0.427752	A
0.339365	0.780600	C
0.637309	0.310022	C
0.566248	0.215738	C
0.816422	0.250729	A
0.918658	0.104375	B
0.468888	0.758975	B
0.704619	0.276392	A
0.539660	0.582009	A
0.796332	0.163136	B
0.696166	0.267016	C
0.489983	0.514003	B
0.761889	0.301801	B
0.553777	0.638068	A
0.561060	0.419262	A
0.754258	0.219285	A
0.613094	0.402584	C
0.715082	0.240120	B
0.402499	0.607894	B
0.314652	0.749063	C
0.257605	0.634363	B
0.237411	0.645320	A
0.203766	0.844489	B
0.227831	0.745266	A
0.617896	0.581064	C
0.398694	0.552952	B
0.682022	0.236235	B
0.491431	0.517767	B
0.043370	0.960544	C
0.210397	0.848583	C
0.010137	0.913132	A
0.560138	0.445339	B
0.493882	0.375490	B
0.340070	0.679267	B
0.823906	0.144275	C
0.514041	0.469271	A
0.407078	0.502331	B
0.051701	0.865198	B
0.546260	0.440188	C
0.381412	0.462187	A
0.175170	0.819432	C
0.946842	0.003567	C
0.618498	0.494358	A
0.827927	0.009911	A
0.890372	0.150614	B
0.375661	0.599506	A
0.711992	0.284219	C
0.207814	0.790565	B
0.709135	0.359604	B
0.901076	0.055774	A
0.396105	0.559481	A
0.542642	0.282706	C
0.471734	0.515765	B
0.220977	0.937561	A
0.597878	0.403108	B
0.808632	0.149587	A
0.652800	0.338026	C
0.441140	0.563023	A
0.466060	0.726254	B
0.524832	0.411959	C
0.398216	0.586188	C
0.710326	0.270574	C
0.262902	0.801397	B
0.531531	0.402854	B
0.506603	0.498243	A
0.118478	0.921567	B
0.005764	0.949574	C
0.245470	0.613226	A
0.942119	0.166658	B
0.831955	0.189897	B
0.113212	0.755919	B
0.803401	0.138511	B
0.651518	0.317974	B
0.574424	0.514844	A
0.561740	0.392783	A
0.607978	0.344640	C
0.337313	0.653416	A
0.689894	0.226028	C
0.676115	0.431790	B
0.141034	0.812726	B
0.502280	0.395960	A
0.720026	0.267159	B
0.562496	0.355769	B
0.552913	0.391009	C
0.419385	0.516555	B
0.156647	0.732487	C
0.819123	0.220861	A
0.082675	0.869207	C
0.780596	0.202363	C
0.395589	0.588356	B
0.859998	0.027769	B
0.572318	0.601879	A
0.393677	0.550253	B
0.333598	0.707616	B
0.189433	0.898677	B
0.495238	0.424430	B
0.487608	0.630840	B
0.070749	0.991540	A
0.097760	0.909111	A
0.476244	0.555329	A
0.329577	0.617847	A
0.259337	0.729512	C
0.418841	0.705077	B
0.528566	0.435696	B
0.897266	0.146088	B
0.866707	0.276746	B
0.336843	0.544121	B
0.452963	0.517379	B
0.606461	0.402213	C
0.407481	0.524684	A
0.846656	0.125572	C
0.317911	0.585578	A
0.829711	0.336491	C
0.886231	0.154999	B
0.666841	0.303983	C
0.259031	0.694330	B
0.407324	0.552246	B
0.801037	0.207523	A
0.440923	0.658811	A
0.584963	0.501391	B
0.335600	0.804857	B
0.737361	0.370731	B
0.860637	0.272167	C
0.843960	0.070805	C
0.421841	0.679786	C
0.657756	0.457301	A
0.408359	0.516607	B
0.179125	0.873057	B
0.421143	0.504883	B
0.486984	0.544833	C
0.746039	0.412945	C
0.394683	0.625907	C
0.599186	0.420837	B
0.411080	0.433937	A
0.855982	0.172577	A
0.336348	0.592070	B
0.185136	0.690250	B
0.497959	0.480056	C
0.437715	0.489684	C
0.831192	0.192898	B
0.406887	0.600457	A
0.049959	0.997359	B
0.282349	0.680327	C
0.873153	0.144860	C
0.279434	0.583803	A
0.378940	0.597529	C
0.994744	0.030883	B
0.987812	0.101020	A
0.184105	0.911285	A
0.195330	0.878679	C
0.040381	0.894340	A
0.520369	0.486605	B
0.508240	0.563091	A
0.351969	0.581738	A
0.822768	0.054971	A
0.707920	0.296535	B
0.117484	0.907151	C
0.746717	0.447391	A
0.119857	0.845509	B
0.000449	0.933878	C
0.855370	0.027272	C
0.176746	0.866892	B
0.483066	0.488113	A
0.529504	0.419102	A
0.224014	0.781310	A
0.942462	0.045096	B
0.715211	0.279539	B
0.502749	0.503293	B
0.283073	0.813300	A
0.656542	0.339112	B
0.782927	0.319203	C
0.519007	0.516963	C
0.885044	0.053742	B
0.399507	0.626071	C
0.431933	0.564929	B
0.602645	0.428493	A
0.274998	0.689544	B
0.448650	0.497805	B
0.124399	0.992786	C
0.051407	0.980509	B
0.361845	0.666262	A
0.698750	0.349386	C
0.630474	0.168850	A
0.465401	0.526603	A
0.865653	0.164775	B
0.502345	0.380949	A
0.172462	0.812034	C
0.688505	0.330812	B
0.488747	0.558006	B
0.711297	0.146579	A
0.401953	0.624466	A
0.771596	0.257714	A
0.132857	0.763545	C
0.669739	0.492881	A
0.496256	0.377423	A
0.074953	0.966443	C
0.177593	0.684102	A
0.618292	0.413136	A
0.711084	0.328070	A
0.597238	0.429392	C
0.537603	0.352825	B
0.443617	0.539784	A
0.414873	0.563083	A
0.211145	0.843141	C
0.506728	0.588935	C
0.171808	0.915290	B
0.434858	0.586375	C
0.293498	0.592108	C
0.566734	0.318732	C
0.259260	0.832494	B
0.316132	0.704576	B
0.515696	0.510021	A
0.372637	0.674789	A
0.539307	0.350461	B
0.374027	0.644411	B
0.363920	0.620849	A
0.011490	0.845842	B
0.676563	0.285300	B
0.172356	0.662951	B
0.374908	0.574673	A
0.068580	0.818710	B
0.682149	0.327175	A
0.477565	0.479688	C
0.651478	0.521741	B
0.899210	0.010724	A
0.109680	0.914617	B
0.640708	0.382579	A
0.406251	0.774643	A
0.418320	0.619693	C
0.992414	0.033963	A
0.921267	0.035890	B
0.829984	0.141844	C
0.358801	0.688800	C
0.050691	0.921188	C
0.886028	0.233996	A
0.415975	0.609516	C
0.325382	0.633664	B
0.864689	0.371521	B
0.124580	0.823967	B
0.376337	0.599892	B
0.389055	0.504307	C
0.471734	0.546709	B
0.484066	0.527336	B
0.657553	0.208947	A
0.087934	0.957823	C
0.435502	0.514626	B
0.587558	0.633725	B
0.375792	0.615054	A
0.365314	0.516596	B
0.015362	0.973711	B
0.188930	0.740727	C
0.261086	0.682420	A
0.279263	0.658371	B
0.734734	0.250175	A
0.194807	0.763299	C
0.578067	0.383392	A
0.561696	0.603809	B
0.680457	0.259250	A
0.674684	0.308811	A
0.810847	0.037844	B
0.877790	0.154334	B
0.466317	0.503879	B
0.975371	0.046161	C
0.316183	0.617375	C
0.476197	0.558505	C
0.468801	0.580264	C
0.065109	0.852935	B
0.478371	0.404670	B
0.257594	0.607920	A
0.230073	0.687641	B
0.740855	0.277246	B
0.654340	0.264190	B
0.380154	0.776280	B
0.500173	0.515685	A
0.617704	0.321768	A
0.346392	0.580988	A
0.248764	0.810846	A
0.032288	0.836498	A
0.172925	0.782792	A
0.359254	0.629968	B
0.838792	0.089976	B
0.837033	0.309777	A
0.291148	0.661992	C
0.154413	0.807334	A
0.537378	0.582708	A
0.854261	0.245220	A
0.477692	0.565225	C
0.529940	0.373805	A
0.682110	0.314349	B
0.532794	0.466228	A
0.429832	0.652103	B
0.447894	0.512377	B
0.797242	0.443740	B
0.260058	0.680928	C
0.878068	0.149738	C
0.661845	0.361881	B
0.659338	0.255674	A
0.658743	0.380195	A
0.532528	0.588507	A
0.612840	0.487974	B
0.505893	0.435883	A
0.447698	0.656383	A
0.225334	0.792144	B
0.989729	0.111460	C
0.147287	0.836838	C
0.007805	0.983027	A
0.636082	0.375461	A
0.348889	0.719151	A
0.579598	0.326791	A
0.403407	0.633248	C
0.438388	0.625211	B
0.220836	0.709601	C
0.911790	0.156006	B
0.872575	0.098389	B
0.462243	0.586235	A
0.795659	0.332797	B
0.745485	0.234568	C
0.390594	0.741285	C
0.139082	0.926656	B
0.550702	0.499595	B
0.270172	0.829546	B
0.767457	0.228555	A
0.294664	0.659567	A
0.523878	0.361249	B
0.757867	0.116089	A
0.696600	0.182976	B
0.829389	0.218335	A
0.765968	0.219276	A
0.352153	0.654331	B
0.809459	0.172543	B
0.588661	0.361693	B
0.884954	0.224138	B
0.745307	0.058062	B
0.413185	0.725063	A
0.366900	0.804228	A
0.887745	0.045094	A
0.832377	0.223930	A
0.534903	0.354681	C
0.935988	0.024020	B
0.775580	0.100459	C
0.039235	0.795907	B
0.625223	0.431386	B
0.684731	0.432663	C
0.823759	0.217746	B
0.937175	0.026668	C
0.329579	0.783368	B
0.899204	0.149919	B
0.136478	0.841689	A
0.529607	0.547314	B
0.500184	0.658794	C
0.322148	0.765994	C
0.549037	0.452161	B
0.761948	0.324489	C
0.701090	0.183292	A
0.500718	0.475269	A
0.766118	0.231134	A
0.329811	0.634222	B
0.537698	0.477874	B
0.462712	0.615649	A
0.251272	0.650810	B
0.980381	0.200633	C
0.447629	0.712362	A
0.295815	0.642615	C
0.622806	0.290815	C
0.632782	0.383355	A
0.721106	0.265205	B
0.971590	0.088629	C
0.052839	0.984912	B
0.883858	0.151646	C
0.746806	0.227751	A
0.285930	0.754167	A
0.206563	0.762257	B
0.300833	0.626185	B
0.791163	0.319864	C
0.450375	0.660879	B
0.860018	0.202826	C
0.409385	0.425183	B
0.238352	0.661076	C
0.454469	0.459334	B
0.332644	0.711269	A
0.581670	0.520625	B
0.050084	0.930385	B
0.433718	0.712934	A
0.468074	0.520554	A
0.575193	0.434245	A
0.581301	0.589916	B
0.114015	0.879145	A
0.385021	0.563954	A
0.528976	0.465643	A
0.678877	0.351948	A
0.696159	0.253454	A
0.393715	0.588201	A
0.745721	0.330652	C
0.466283	0.402556	A
0.109350	0.921061	C
0.071178	0.809071	A
0.558130	0.479953	C
0.725876	0.130091	A
0.646590	0.324473	B
0.514940	0.431080	A
0.504959	0.520519	C
0.321568	0.621389	A
0.840073	0.087459	B
0.291370	0.653037	B
0.708078	0.284325	B
0.132727	0.962690	B
0.762465	0.278020	B
0.773749	0.272117	A
0.369715	0.541081	C
0.075841	0.926793	B
0.365358	0.658033	C
0.756217	0.271315	C
0.252133	0.757949	B
0.884699	0.074085	B
0.567067	0.661599	C
0.269527	0.732923	A
0.597421	0.202628	A
0.742260	0.349476	A
0.557581	0.542028	B
0.649297	0.246068	A
0.252887	0.694796	B
0.288211	0.608966	B
0.773140	0.242654	A
0.828319	0.084975	C
0.676169	0.302915	A
0.557815	0.394878	B
0.588365	0.485658	A
0.580845	0.583581	B
0.375176	0.656689	A
0.719102	0.291584	C
0.848576	0.081904	A
0.664722	0.475324	C
0.348340	0.607297	C
0.474398	0.626496	B
0.516610	0.383650	C
0.232048	0.756710	A
0.443401	0.521526	A
0.638362	0.270062	A
0.206073	0.914651	A
0.743134	0.161081	C
0.466921	0.491104	B
0.340900	0.706739	C
0.668474	0.437271	B
0.534713	0.474233	B
0.020880	0.949611	A
0.592164	0.512682	A
0.284259	0.630796	C
0.467119	0.542906	B
0.503653	0.459901	B
0.819347	0.239620	B
0.445778	0.600931	A
0.073508	0.827650	B
0.221279	0.787824	B
0.384536	0.544979	A
0.821942	0.218227	A
0.477235	0.419094	C
0.548642	0.621957	A
0.433271	0.555017	C
0.360612	0.671750	B
0.498218	0.318603	B
0.352668	0.556950	B
0.625725	0.401801	B
0.703665	0.295768	B
0.542474	0.636993	A
0.784051	0.273402	B
0.514513	0.533142	B
0.137861	0.875247	B
0.478085	0.587265	B
0.260489	0.807855	C
0.416658	0.690190	A
0.928349	0.080550	B
0.253950	0.598701	B
0.856103	0.221880	B
0.506591	0.442705	A
0.424822	0.677571	C
0.684633	0.334097	B
0.412099	0.559245	C
0.736186	0.165976	C
0.492325	0.434622	B
0.793044	0.213590	B
0.272013	0.830271	A
0.463153	0.605144	B
0.108690	0.812256	B
0.443056	0.572133	B
0.597640	0.314019	A
0.494420	0.484619	C
0.388710	0.742615	B
0.679139	0.341938	C
0.263604	0.697152	A
0.462316	0.570046	B
0.310234	0.649301	B
0.163935	0.736469	B
0.391094	0.526042	B
0.832284	0.271475	C
0.930892	0.122500	A
0.418040	0.516944	B
0.076454	0.736026	C
0.804269	0.268333	B
0.342147	0.526630	A
0.157652	0.744955	C
0.795273	0.222910	B
0.823417	0.156481	B
0.256979	0.827406	B
0.273246	0.820135	B
0.279106	0.832786	A
0.096787	0.967497	B
0.719897	0.331849	B
0.237238	0.723513	A
0.454338	0.335465	C
0.717285	0.263201	B
0.424261	0.590737	A
0.745454	0.235295	A
0.701862	0.228376	C
0.829250	0.097437	A
0.020995	0.802017	B
0.000353	0.941524	C
0.464517	0.600152	A
0.914172	0.102631	C
0.482736	0.451189	B
0.578736	0.366559	C
0.560468	0.489314	C
0.319402	0.668079	C
0.665166	0.394380	C
0.239930	0.767926	B
0.429839	0.596288	B
0.459404	0.638629	A
0.635841	0.369940	B
0.083709	0.893965	B
0.369686	0.707244	C
0.529487	0.358981	C
0.332914	0.769181	B
0.533013	0.561674	B
0.260783	0.796910	B
0.012079	0.991962	B
0.566194	0.488491	C
0.458158	0.539284	B
0.648141	0.393628	C
0.285513	0.677562	C
0.097533	0.886534	C
0.366425	0.583129	B
0.724423	0.237136	A
0.652806	0.418406	C
0.365631	0.651505	B
0.216798	0.780523	A
0.862825	0.209710	B
0.491497	0.519425	B
0.439543	0.350069	A
0.876431	0.051294	C
0.470159	0.582564	B
0.092533	0.878367	C
0.225479	0.548375	A
0.857435	0.219775	B
0.466168	0.597863	C
0.438238	0.533381	C
0.413306	0.652523	C
0.219998	0.825890	A
0.408757	0.520222	A
0.197268	0.879342	C
0.400924	0.588242	B
0.546560	0.569866	A
0.753183	0.185633	A
0.484285	0.544521	B
0.799015	0.350314	A
0.660745	0.351972	C
0.538820	0.522183	C
0.882486	0.079055	C
0.350402	0.575915	A
0.682322	0.447156	C
0.706219	0.313682	C
0.365906	0.688260	C
0.291269	0.902081	A
0.681846	0.267241	A
0.396815	0.651816	C
0.302014	0.699639	C
0.122588	0.892029	A
0.434645	0.686825	C
0.616261	0.304103	B
0.764836	0.120377	A
0.939201	0.005302	A
0.482101	0.602200	C
0.561961	0.441684	A
0.383383	0.575902	B
0.422011	0.592809	B
0.433896	0.651278	A
0.210097	0.772234	B
0.311097	0.664091	C
0.339143	0.664630	A
0.786459	0.039068	C
0.383137	0.548390	C
0.645315	0.451234	B
0.724238	0.357992	B
0.538899	0.443142	B
0.587616	0.416235	B
0.154957	0.752620	A
0.374592	0.759911	A
0.334894	0.809108	C
0.351225	0.618457	A
0.285920	0.578745	B
0.764298	0.085242	C
0.283731	0.925198	C
0.224494	0.729492	B
0.587464	0.431033	B
0.275091	0.739737	C
0.655204	0.314867	B
0.405634	0.682105	B
0.551913	0.313067	B
0.322404	0.604540	A
0.568676	0.465920	B
0.458462	0.573981	C
0.178892	0.640721	A
0.900136	0.160067	A
0.808608	0.251983	C
0.842796	0.182923	B
0.621359	0.428793	C
0.661057	0.100898	A
0.361018	0.599571	A
0.266898	0.684450	B
0.651369	0.197643	A
0.405408	0.557370	A
0.481862	0.534921	C
0.391910	0.543849	C
0.932658	0.207610	C
0.505557	0.500596	B
0.446725	0.496248	C
0.607272	0.447273	B
0.558522	0.502491	C
0.824933	0.351523	A
0.575323	0.455109	B
0.015337	0.912675	B
0.826347	0.285888	B
0.657431	0.387299	A
0.704392	0.374622	B
0.472839	0.344903	A
0.918786	0.093361	A
0.330099	0.512914	B
0.620677	0.381831	A
0.954104	0.098944	B
0.754900	0.138583	B
0.262868	0.663607	B
0.464804	0.621837	A
0.039326	0.950793	B
0.648380	0.427629	B
0.980331	0.049422	C
0.227080	0.748435	B
0.945285	0.286391	A
0.223695	0.715888	B
0.564985	0.423352	B
0.497771	0.622679	B
0.728480	0.219504	B
0.408350	0.555273	A
0.837713	0.167880	B
0.721885	0.273785	C
0.587461	0.297684	B
0.397457	0.631615	B
0.258245	0.656955	A
0.551618	0.447563	A
0.518760	0.495820	B
0.993178	0.082094	A
0.393395	0.472238	C
0.313783	0.552707	B
